Gene	cluster
ADPGK	4
ZNF613	9
LRRC4C	10
MLXIPL	16
ARL5A	17
PPP2CB	14
ITGB8	7
ELMOD2	2
ABHD13	2
PLSCR1	3
ABI1	5
ARFIP2	9
CCDC28B	9
SSH2	10
FIZ1	6
CADM3	19
ATRNL1	10
CPNE4	10
BLZF1	2
DOCK7	10
EIF3E	12
CLSTN1	14
N4BP1	5
CREB3L2	3
MYC	6
IPO4	6
CDK17	5
AKAP6	10
CCDC177	6
DEPDC7	1
ZYG11B	5
LRRC43	18
BICC1	10
CCDC110	1
AKAP10	5
ANKRD54	4
TCEAL5	9
MPDU1	9
BAIAP3	19
CATSPER2	5
PPP4R2	5
BTN2A2	3
TOB1	13
OGDH	5
MYO18A	2
UBL7	9
LRRC8A	6
ADCY7	3
ARPP21	10
PSMD2	2
MAPRE1	18
DHRS2	21
B4GALT5	5
SMIM17	4
NUDT7	9
ARHGAP4	1
C9orf85	7
GIT1	19
ACLY	23
IGF2R	19
SMYD4	18
AHCTF1	5
AQP1	3
VPS45	5
IGDCC4	3
FCHO1	2
FHL3	6
GCNT2	3
LEPROT	4
THOC3	8
ACOT4	6
TOMM40	15
VPS36	2
MYL6B	17
TMCC1	10
IMMP1L	5
ARMC10	20
DDX50	19
C1orf162	1
MAP3K8	3
DHRS11	23
NDUFB6	17
PPM1B	5
CENPX	11
BUB1	11
SLC25A36	5
RGPD1	1
SLC2A12	3
ERC1	10
SAP30	6
SPTB	19
AHCYL2	10
ITM2C	14
ZNF695	4
BAZ1A	11
LIN7A	10
NDEL1	2
CEP290	5
SELENOV	1
GNB1	5
CKMT1A	4
CAMKK2	19
POLR3G	2
PPP1R3E	2
OBSL1	3
ERMARD	4
SLC25A15	1
PRKAA1	2
ANP32E	11
AGBL5	22
CITED2	3
NFAM1	1
PLPP6	6
PAIP2	17
NHP2	17
BET1L	6
FAM81A	10
SSH3	1
RELA	1
CDK16	16
CLASP2	10
ENTPD4	2
APLF	19
SNRNP200	2
AMFR	2
FAM50A	6
APIP	2
ZSCAN9	9
ARRB2	9
GLO1	2
CLASP1	10
ACSL6	2
ASPHD2	8
WNK2	10
GAMT	17
FRMD4A	10
AUTS2	10
CDC73	5
PCNP	14
SURF4	2
SSX2IP	8
XPNPEP3	2
UPF2	19
USP5	23
NF2	2
GPR35	1
AGGF1	4
DBNL	4
STK40	2
PLCH2	16
PRPF19	14
PLEKHF1	1
GPALPP1	5
LURAP1	4
IL17D	3
DNTTIP1	9
DAAM1	10
ABCA1	3
ALMS1	5
ZNF575	1
PHF21A	5
ARMCX6	9
SERTAD2	2
DPYD	10
KCNK6	1
BASP1	14
CHMP4A	9
CALD1	10
PRSS27	1
UBXN2A	8
IDI2-AS1	16
CHST8	3
ADCYAP1R1	8
CAP1	23
C22orf42	21
ADAM10	10
HMOX2	17
HPS5	2
COLGALT2	10
NUP133	5
MROH1	5
TMEM31	9
MED22	6
CATSPERG	4
MYLK-AS1	4
MFAP3L	7
ACAP2	10
ELOVL6	5
AMMECR1L	4
ARHGEF11	5
PNMA2	14
STARD7	2
ASH1L-AS1	9
MRPL17	9
ANAPC16	5
SRGAP2	5
ARHGAP44	10
ADCK5	4
GCN1	4
ADAM11	19
ADM5	6
COA3	9
BTBD19	1
MGAT4B	6
CTSA	4
B3GAT2	3
PDE6B	8
FASTKD5	4
REST	3
CALB2	3
NFYB	6
CENPB	6
KIF18A	11
ZNF665	1
STRADA	5
CKLF	15
ANKRD49	15
PTGES3	17
COMMD8	9
ANGPT1	3
PMS2	4
MYO5C	20
LMAN2	9
ERI1	4
CLTCL1	3
GATB	19
BRD2	6
EMILIN2	7
ARHGAP9	3
PUS3	9
RPN1	2
ACVR2A	5
DNPH1	9
CCDC3	10
MSH3	5
CAB39L	20
APPL1	5
ASIC1	3
MTPAP	6
GRIA3	10
MT-ND3	27
FER	10
MIXL1	18
AEBP1	3
SAMD1	6
TRPV1	4
KLHL4	7
CAMK2A	10
DCAF12L2	6
RNF11	14
AKIP1	9
MGAT5B	19
CHRNB1	9
FAM32A	9
RPS9	12
LRP6	5
ARHGEF28	5
GLOD4	9
PINLYP	1
MRPL24	9
POM121C	19
PI4K2B	2
CACNA1D	10
ASPHD1	22
CYP27A1	7
ATF3	13
ZC3H11A	16
CCDC88B	3
CDK5RAP1	19
TMEM68	2
TTLL12	18
CHST14	6
SYCP2L	2
CDK2	11
KCND2	10
CCNT2	5
CNTNAP5	10
SLC2A1	13
APBB2	10
DIMT1	22
ANAPC4	2
B9D2	9
FZD6	3
CNGA3	3
ADGRD1	3
MRM1	1
CHPT1	10
ARMCX2	6
AP1G2	8
HIF1AN	2
CHUK	2
NR2F1	10
KCNB1	10
ABCE1	2
GOLGA5	2
NUBPL	5
CABYR	4
EXD1	1
NFATC1	3
FUT8	10
FHOD3	10
MTF1	2
LRP8	8
EEF2KMT	6
ARRDC1-AS1	15
HSP90AB1	14
C4orf3	17
CNRIP1	17
AGFG1	5
CHODL	7
NUDT15	6
PBLD	9
CHRNA10	1
ZNF182	4
SLC12A9	1
MCM5	11
EFEMP1	3
CARMIL1	10
FNDC4	15
TNFRSF10D	3
SFXN1	5
AGRN	4
PHF12	2
SLC44A5	10
TMEM17	9
GLYCTK	6
ANGPTL2	3
IGFN1	1
CRTC3	5
ERMAP	1
PDE10A	10
TEKT5	1
UTP14A	9
ALKBH2	9
SHCBP1	8
C6orf62	5
TMEM147	9
CEBPB	19
ASAP1	10
MPZL1	14
ZKSCAN8	2
SEMA4B	2
PATL1	9
P2RX3	1
EMC9	9
SPEF2	20
BANP	19
EPC2	5
BTG2	13
TMEM209	6
ZBED3	6
FBRSL1	2
AP2A2	19
PCAT7	1
GAS2L1	6
CA13	3
SERINC5	10
DYNLL1	17
SETD1A	6
SLC8A3	5
DCAF8	2
WDTC1	2
CHRND	1
TSPAN1	1
NMRAL1	18
ADGRA3	3
FAM135A	10
NOD1	3
TCAF1	14
FAM181B	3
CBX6	17
ZNF765	3
ARIH1	5
CLCN2	1
PTPRZ1	10
CDC6	11
MRPL58	9
PALD1	25
GNL3	9
DIDO1	19
EXD2	2
PPP1CB	2
ANO10	5
LAMP1	7
LINC00240	2
DGKE	19
ZFP82	2
CCHCR1	4
MSANTD4	2
CHP1	2
ATG16L2	4
LRIG3	3
MRPL19	22
RPUSD3	9
GHET1	1
EIF2B1	2
ADAMTSL4	1
ARHGAP33	4
DDX11	3
FAM107A	3
MCUR1	11
DNAJC1	5
BAIAP2L2	22
ATP7B	19
NME5	20
ANKRD36B	5
HIPK1	2
WASIR2	6
COX6C	17
BAHCC1	4
ASXL2	5
CDH23	3
ARHGAP10	10
PCDHB16	4
ADRB1	3
ADIPOR2	7
CHRDL1	3
ANO7	1
LIX1L	4
ACRV1	1
TMX1	9
TBC1D22A	5
CCDC127	9
STX1B	16
HAUS2	4
MTCH2	2
WDR5B	9
PLEC	19
MAP2K5	10
CHN2	16
HEATR3	2
PER2	13
CHST12	2
CCDC160	1
UBXN6	6
LPGAT1	10
YIPF6	2
CAMK2N2	8
ENHO	3
MTA2	6
NUFIP2	5
MAT2B	6
ALDH4A1	3
B3GNT9	6
ZBTB45	6
CAMK2G	10
ORMDL1	17
ANKHD1	5
GOLGA2	4
MCMBP	18
TSPAN4	21
ARHGAP21	10
NOL10	5
ADAMTS15	3
DNAJC11	2
DDA1	9
CACNB3	4
ATRAID	9
JAG1	19
FAF1	10
DNAJC15	2
CAB39	5
BOP1	6
CHMP6	6
AK9	2
ATP9B	5
STOML1	6
SLC25A29	2
ABHD6	19
OSBPL1A	10
NR1D1	6
DGCR11	4
CHGA	17
AGPAT3	14
LMNB2	6
FIBP	9
ISYNA1	3
LAMTOR5	17
C2orf74	9
NPW	1
LRRFIP2	10
ZFP64	2
KIT	13
CLTB	17
NAT14	6
NAA50	19
UBQLN1	5
METTL5	9
BST1	1
PABPN1	14
DZIP1L	3
ZNF7	4
CDH26	4
SEMA3F	3
ARID4A	14
PCAT18	1
HSPG2	3
NDUFB11	17
TMEM72-AS1	2
IKZF5	6
FNBP4	5
CCDC40	3
ARHGAP26	10
ATP6V0D1	17
C5orf64	7
CD68	3
FKBP11	4
ADAMTS7	6
ASAH1	17
ENO1	17
PLK2	14
SLC6A15	5
NAA40	4
ZNF3	4
CCDC181	9
RASA1	10
HPS1	1
PPAN	6
ALOX12B	1
HDAC9	10
ERICH1	16
GABPA	2
FAM120C	2
ILDR2	10
GNG12	3
PLD3	14
ENKUR	3
UGP2	5
EOGT	3
NECAP1	4
ACTN2	10
ARHGEF4	10
MGAT4A	5
LRRFIP1	10
AMN	1
ATXN10	5
NOMO2	1
ZC3H8	5
AHNAK	3
IARS2	2
PSMC2	2
CNPY3	3
ACSL1	7
ACVR1B	2
BORA	1
VLDLR-AS1	5
CASC9	3
PPP1R42	3
SNAP23	2
N6AMT1	9
MECR	2
CEP126	5
KDELR3	1
RPS12	12
AFAP1	10
C9orf78	9
ZNF286B	6
RNF187	17
LINC-PINT	2
GPR37L1	3
PLOD2	8
ACADM	5
FANCA	4
PSD2	3
ZDHHC17	5
PIN4	2
CDK5R1	14
ABCA5	5
MYCN	6
ERICH5	3
INPP5D	25
IRX5	1
AMOTL1	3
ADGRD2	3
ZCCHC7	10
WDR35	20
KPNB1	5
C2orf42	4
ID2	13
JUP	3
FZD8	3
EIF4E1B	4
MOB1B	19
WDR12	2
PIK3CD-AS2	1
ACE	1
APLN	3
VAPB	2
PRR5	18
DNA2	2
AP5S1	6
DUT	11
PIGX	17
PBXIP1	3
RPL34	12
REPS2	10
ACHE	3
FAM168B	5
BRI3BP	2
SHOX2	3
FAM222A	7
APBB3	4
CAMKV	19
PGBD1	2
DEPDC4	1
LINC01310	3
FAN1	2
ACO2	5
ASAH2B	1
ACOT1	1
HEXIM2	9
ZNF615	6
NOB1	9
OSGEPL1	9
USP14	5
B4GALT3	9
GSTK1	17
ALKBH5	2
ACAA2	9
IER5	6
KCNQ3	10
ACOT8	9
NKRF	2
EIF1B-AS1	13
FBXL19	4
GSAP	2
ACOX3	2
DUSP8	6
CMAS	17
ZBTB11-AS1	6
PPM1A	14
PIN1	17
RPS4X	12
ADM	13
SLC12A6	5
ACP2	9
IMPDH2	9
PSD4	18
ABT1	9
ROBO3	3
MAPK11	4
ACOX1	2
CCND3	2
NMT2	5
ARHGEF1	1
RNPEPL1	4
MRPL20	17
MAP10	6
MTMR12	5
ASB16-AS1	1
OSTM1	2
ZNF425	4
PRMT9	2
ANKRD13A	8
FRRS1L	5
TYW1	5
TK2	4
CCDC92	5
PHF8	2
LAP3	9
ZNRF2	25
ARMCX5	4
TNPO2	2
RAB15	2
ZGRF1	4
PPP1R14B	15
SGO2	11
HJURP	11
HADHB	2
ACTN1	19
MBLAC1	18
ACTN4	19
POLR1B	9
ANKH	10
LONRF1	5
IQCB1	5
C1RL	3
ACTR3	13
ACTR3B	2
C2CD3	5
HSD17B11	4
ACTR8	6
ZNF581	9
MTMR14	4
NDN	14
CXXC5	7
ARSK	4
GNAZ	6
PHLPP2	5
RALGPS1	5
NFRKB	4
DUSP28	6
TSC1	19
AKAP11	14
OLFM3	10
ACSS1	3
ITIH4	4
UBE2QL1	19
RHOBTB2	19
ANKFY1	5
GPD1	3
OLFML2B	3
TSHZ3	10
GEMIN2	9
AHRR	3
YES1	3
CBX5	17
FREM1	8
AIF1L	3
WDR13	11
GPI	5
SHH	3
C5orf34	4
C9orf40	9
SMC6	5
HLTF	5
FAM167B	1
ADAM8	1
TYW3	2
ARHGEF3	5
MAFF	13
CAMK2B	10
CGN	3
CEP44	2
ADAMTS1	3
APC2	16
MSANTD2	2
AGO2	7
MOV10	8
EPHB3	13
ZNF561	9
ERCC6L	1
CFL2	7
TEAD3	3
CKS2	11
TLK1	10
ADAMTS4	7
FSTL5	10
ADAMTS9	3
LINC00987	1
BRD4	5
MRPL43	9
JMJD1C-AS1	1
ADAMTSL3	13
LRP3	2
CNTROB	4
NRBP2	7
KIAA2012	20
CD8A	1
ADARB1	5
LEO1	9
ADAT2	4
NDUFA9	4
IL17RC	1
ISCU	17
GNB3	4
THRB	10
PARD6G-AS1	4
MCRIP2	23
NCS1	14
GLB1L	6
C2orf81	1
AK4	2
ADCY5	8
ALKBH7	15
CWC25	9
TRIM16	2
EDNRB	3
KPNA1	5
FOXN3-AS1	1
NDUFA8	17
SPAG5	1
ADCYAP1	3
MGST3	17
ZNF32-AS2	1
ASB13	15
SYBU	10
ANKMY1	2
ADGRA2	4
GUCA1B	1
CCNL2	16
ADGRB1	19
ADGRB2	19
PABPC5	9
PHLDB2	8
ITGB1	8
DUSP4	13
ZNF214	6
BCAM	3
ADCY10P1	4
DNAJC16	2
LNX1	19
HDAC7	2
ERCC4	2
PYM1	6
HHIP-AS1	4
PARP11	20
USP6NL	7
ANKZF1	4
ARPC3	12
ADK	10
SERPINA5	6
ALDOA	17
USP36	2
ADM2	3
ZC3H4	4
CELF5	10
PSMD1	5
GALNT12	3
CD99	11
ADORA1	2
CCDC124	9
ZNF850	1
ACRBP	1
PAXBP1	5
PRKX	3
SORL1	10
LSS	23
NOC3L	9
ZNF714	2
RHOB	13
KIAA1671	10
SSBP3	10
DRAM2	4
PTK7	3
ADPRHL1	4
SCUBE3	3
TELO2	1
AP3S1	5
TRMT10C	9
CREB3L4	9
FANCF	6
COA6	11
CCDC88C	8
SPATA17	3
MIR210HG	1
PLXND1	13
ARSG	2
SYCE1L	15
DNAL1	2
CRIM1	5
NHLH2	3
HEATR5A	2
ABCB4	3
ZPR1	6
SCAMP4	6
PRTG	3
COPS8	17
CDC16	19
GFM1	2
TNFRSF21	16
APEH	9
TFAP2A	3
ELMOD1	10
CSTB	17
PTGER3	20
LTB4R	1
AQR	5
SOAT1	3
SEMA5B	19
PRKCG	19
MCTP1	10
ZNF385C	3
PCCA	10
METAP1D	4
TTC28-AS1	5
BCCIP	2
ALDH1L2	2
PPP1R15B	6
DPP3	9
CHCHD6	5
MSI2	10
ENY2	17
DSP	3
HSPBAP1	2
TIMM9	9
CD59	17
PAPOLA	5
AFAP1L1	3
LDLRAD4	10
AGAP6	4
KCNN1	4
HSD17B10	9
GTDC1	10
GCK	3
MUC12	3
ANKRD65	6
ARVCF	3
FAM217B	17
BCL11A	10
FGFBP3	15
AFG3L2	2
AGL	14
BCL7C	2
ESF1	14
AGPAT2	3
AGPAT4	10
AKR1C2	3
GRK5	8
DOCK9	10
CAPS2	10
CD37	3
FAM171B	10
ELP4	5
FLRT2	10
FOXO3	5
DGKK	3
MTX2	5
EIF1B	17
ALKBH8	2
FANCD2	11
HOXA4	1
TTC39A	3
PAQR7	4
AIFM1	4
DPYSL5	10
FERMT2	7
CTTN	5
PAQR4	7
PLEKHG5	19
NECTIN2	3
SLC25A38	9
DICER1	5
ARMC1	2
RIC1	5
RYR1	3
AK2	4
SHTN1	10
FBXL18	2
CAMK2N1	14
ASIC4	8
PMS2P3	4
AK3	2
CSF1	3
COPE	17
DGUOK	17
MTO1	4
GLS	10
LRRC37A3	5
SLC4A8	5
MYH15	3
EPM2AIP1	14
BMP2	3
AKAP9	10
SLC25A4	17
ATM	5
ADGRA1	2
ENPEP	13
NDUFB4	17
SHOC2	5
RAB8A	9
AKNAD1	2
RPL32	12
APBA3	1
ADNP	5
AKR1C3	1
ZSCAN30	2
CGRRF1	9
DHDDS	16
NRCAM	10
AKT1	6
CNOT1	19
PDHA1	17
CALCOCO2	2
GTF3C1	16
SUMO3	17
ERCC3	2
ZDHHC11	2
BCL2	10
MRPL35	6
TCEAL7	17
DRP2	2
FNDC11	9
LSM10	9
GNB2	23
LYRM4	5
LAMB3	6
DSN1	11
HPCAL1	3
CLP1	9
ERF	4
RHBDD3	4
ADARB2	10
FAM178B	4
FNDC1	3
RAPGEF3	3
TMEM100	3
MED16	6
ALCAM	10
SDC1	6
RPUSD1	6
DCLK2	10
CELF2	10
ZSWIM6	10
ACKR1	6
PSMG3	9
TMEM67	20
OSGIN1	1
DYM	10
CDK4	11
TECTA	4
ITGA7	8
NCALD	10
ALDH5A1	2
CDC42EP2	6
AUH	5
MRM3	9
ZNF823	4
TAF11	2
PIAS2	5
MTMR6	17
FLNB	5
ACAP3	19
MAN2A1	10
ALG10	6
FGF5	19
STK31	4
PABPC1	14
BRINP1	10
UTP18	2
RERE	10
CEP152	11
RBM15	6
TMEM175	16
ASB16	1
FAIM	9
MED10	17
PDK1	2
GTF2E1	6
NPAS2	5
GADD45G	15
SLC24A3	10
ABCC10	4
CEP162	2
COQ4	19
RNF10	19
NUMB	10
ACOT2	15
DLK1	3
SCD5	10
RFC3	5
ADNP-AS1	1
BNIP3L	5
AP4B1	4
SNAP25	10
TMEM107	9
COQ7	9
HP1BP3	5
RNF4	2
SLC25A45	4
PLEKHB1	7
PXDC1	3
EFR3A	5
ZBTB10	6
LLPH	6
PPP1R26	6
EIF4E2	2
XKR4	10
DCTPP1	11
CDK5RAP3	15
GPR146	3
LRRC58	18
TXNDC9	9
DENND5A	5
ARHGEF37	7
ATP1B3	14
FZD7	3
POU2F1	10
AMD1	14
EPB41L4B	5
TCEAL1	9
NRXN2	19
FAM184B	2
FARSA	6
ATL3	2
MCC	10
CRBN	5
BBS7	5
DTD2	4
CMBL	6
PCGF6	2
CHL1	10
CCDC22	1
NANP	6
NUP155	2
TRMT6	6
PACS2	7
USP53	25
CASP3	3
EIF3C	6
CAPN7	5
AIFM2	4
MYEF2	5
TBC1D8	5
POC5	4
AMY2B	2
ANAPC13	9
NKTR	14
ITGAE	11
TRIB2	13
UCK1	6
PREB	9
ANAPC2	6
ATMIN	2
ZNF250	4
C5orf15	25
B3GNT2	8
ACAA1	4
DSTYK	14
TXNRD3	4
TMA7	17
PXN	3
BOLA3	17
CCDC174	9
ANGPTL4	13
HES6	15
C6orf89	19
CACUL1	5
ASH2L	2
RAB5A	2
GNB1L	4
JADE3	2
CCDC57	5
PWWP2A	5
IVD	2
ANKLE1	1
NEB	4
ANKLE2	2
ANK3	10
ACSS2	7
FIP1L1	2
LINC00667	2
IL18BP	1
KCTD21-AS1	4
MAP7D2	5
NOP10	9
CPT1A	3
EDC4	6
ANKRD23	16
ARNT2	10
COPS2	14
KSR1	8
APOL2	3
LINC00324	1
TNNT1	3
PURB	2
C1QBP	15
ANKRD36C	10
DUSP16	7
ANKRD44	5
SLC7A3	21
NDUFB8	17
ANKRD46	19
ANKRD55	8
SMAD2	5
ANKS3	19
FKBP3	17
MXD1	2
DNAAF2	6
ANXA7	17
ZNF354C	1
AMER1	1
POLR2H	9
HNRNPUL1	11
FPGS	4
DNAH9	20
PDLIM7	8
RNF40	4
PRMT8	5
ERRFI1	2
PRDM16	3
MED31	2
CHTF18	1
DEDD2	9
MYL5	1
COL24A1	10
GOLT1B	5
EBF4	3
PRDM10	2
ATP6V1E2	4
IDH3G	9
GAB2	10
ACSF2	3
CEP89	2
NDUFB5	17
RAB11FIP4	10
SPECC1L	5
HEXIM1	6
GNAQ	10
GRIA4	10
PLPPR5	5
DDIT3	9
SLC16A6	3
FAM98A	17
PRRT3	6
HEIH	6
BCAR3	2
PCDHGB6	1
CACNA1E	10
CDC14B	10
BRINP3	10
KCNJ4	6
HDAC11	7
ANXA11	2
MAP3K10	2
TIMM21	9
ACP1	17
CCM2	2
GNA12	19
MREG	2
FBXL22	1
LCMT1	19
CIPC	4
PDGFB	6
EIF5A2	6
CECR2	7
ZNF275	6
LYNX1	16
FLYWCH1	2
CDKL3	2
TMEM132E	3
MFN2	2
SPATS2L	10
TMCC2	7
C8orf82	15
DDX27	9
AP1AR	2
ASCC1	19
AP1S1	19
CADM2	10
ANKRD36	10
PPP2R5D	4
CALM2	2
CHMP5	17
DEPDC1	11
C2CD2	2
DCAF15	8
AP3D1	2
EIF3H	17
CREBRF	14
EEA1	5
SLC29A2	3
PLCD4	23
NKPD1	1
AP4E1	2
CRKL	2
CC2D2A	2
PODN	3
ADGRG2	22
GAS8	2
ATP6V1H	5
CLIP4	5
SNAP29	4
CLDND1	7
CTH	9
ZNF620	9
PHF1	4
TMTC1	10
NDST1	2
POLR3A	19
HACD2	5
CLGN	3
NEK5	3
APCDD1	3
ZNF485	9
CLIC2	4
ITPR1	10
PRPSAP1	16
TMOD1	19
PRIM1	11
ZNF92	9
PRR7	6
PTENP1	1
CLIC4	7
WNT7A	3
CTNNBL1	8
GOLGA8B	10
FUT2	1
CLINT1	2
EPHB1	10
CLIP2	19
RPL11	12
ACIN1	19
TRIM67	3
HOXA3	1
CSNK1G2	4
CEBPG	23
GP1BA	1
CLN3	1
CLN6	4
ZNF385A	3
ZNF93	1
CEP97	17
CLPTM1L	6
MCFD2	17
MAP6	5
GABARAPL1	17
SRL	3
CLSPN	11
CLSTN3	14
CLTA	5
CLTC	14
MAP1B	10
CLU	14
TMEM38B	2
PPP1R1C	3
EIF1	14
NEDD4	3
CLUAP1	2
FHDC1	8
CLVS1	10
HECTD1	5
IPO7	14
BUB3	11
CNTNAP2	10
FGF14-AS2	9
CMC1	5
CMIP	5
KLHL3	5
TRAF2	1
CHEK2	1
CAMKMT	10
FRY	10
ZNF829	6
APLP2	14
CMTR2	9
CMYA5	7
BLOC1S2	9
CYP2E1	4
AASS	7
CNDP1	7
CNDP2	6
MORC2	4
CNGB1	20
SLC25A3	17
ENPP3	3
SMIM14	5
EXOC3L1	1
CCND1	3
KCTD15	3
TMEM208	9
CNIH4	9
CNKSR3	2
ANK2	10
WDR6	7
CNNM1	19
CEP83	5
ZNF302	22
CNNM4	4
PCYT2	6
NDUFS4	17
PSPH	4
GLIS1	19
BCDIN3D	9
BAG2	4
RGS11	16
PNOC	8
PPM1G	17
DDIT4	13
KCNH8	7
IP6K1	19
DHRS13	3
CNOT7	17
MSRB3	7
COQ8B	4
NUMA1	7
VSTM2B	7
CYFIP2	10
LATS2	3
KCNJ11	6
CNTLN	7
EPAS1	13
RAB12	2
CNTN1	10
CNTN2	7
CNTN4	10
FAM98B	2
CNTNAP4	2
PPOX	9
COG8	6
CNTRL	5
CHD3	19
NDRG4	14
C3orf33	4
MZT2A	15
COA1	5
TGFA	3
IGLON5	3
COCH	8
ZNF525	1
COA5	9
PRCD	3
NOL9	2
ODC1	15
CLEC4A	1
AFMID	7
SRP72	17
COG1	2
LGI1	10
PDE4B	10
DPYSL2	10
CGREF1	2
COG2	2
COG3	2
PSTK	2
DAD1	17
COG4	4
CRB2	3
FNDC3A	10
COIL	9
CDH11	10
ARHGAP25	25
PSMB3	9
GGCX	6
HECA	23
CANX	14
COL11A1	10
PKM	14
LNX2	3
ZBTB20	10
NPAS3	10
VAMP4	2
ATPAF1	5
COL14A1	3
JAK2	5
COL15A1	3
ZBTB39	6
COL18A1	7
SART1	4
COL22A1	3
CSAD	19
NCOA3	5
COL25A1	10
ZC4H2	5
DACT3	6
COL26A1	19
PDE7B	19
RNGTT	5
COL2A1	3
CARD10	1
MCPH1	5
CAPRIN1	5
RNMT	17
CTCFL	1
BMS1P1	16
HSD17B7	23
VCPKMT	6
ATP2C1	10
COL9A1	3
KBTBD8	6
COL9A2	3
PRKAR1A	14
CBX2	1
NGEF	19
COMMD1	5
COMMD10	5
OGT	5
ZNF234	1
CARM1	2
DFFB	4
HYI	21
PPIF	6
COMMD6	17
EXOSC7	2
COPB1	17
COPB2	2
COPG1	4
COPG2	5
DOCK4	10
ITGB5	3
SORCS1	10
ELF1	7
COQ10A	9
PTGES3L	1
CERS6	10
GLIPR2	9
COQ2	9
ATG9B	9
MAN1A2	10
NIT1	9
CPTP	6
PLAA	2
CORIN	4
CORO1A	9
LZTR1	1
TARBP1	10
FBXO8	4
MCM8	11
CORO2B	5
EIF6	9
ABCA8	7
PCP4	8
CDH20	10
COTL1	3
FSIP1	20
COX15	4
LINC00958	3
ASAP2	10
CCZ1	2
PSMC3	17
COX20	17
COX4I1	17
PIDD1	4
EDF1	17
LONRF2	14
ACTB	14
SGIP1	10
COX6B1	17
ETNK1	5
ANKRD35	3
GSTP1	17
EFNA2	3
PDLIM4	3
GOLM1	5
CPD	5
LRRC40	16
RTN2	16
TFAM	9
SUCLG2	7
CPEB1	7
CPEB2	5
CORO6	16
CPEB3	10
C15orf39	6
TRMT61B	19
PLD1	7
BLMH	2
FBP1	6
GNGT1	3
CPNE2	3
CPNE5	19
CPNE6	3
YPEL1	8
DNAJC5G	13
DOLPP1	6
JDP2	2
CCDC136	3
CFC1	3
CPOX	4
MCAM	3
GINS3	13
TBC1D24	2
RALGAPA1	10
CPSF2	2
CASK	10
CPSF7	2
CPT1C	19
CBR1	7
HNRNPD	14
IRX3	1
EPHA7	10
C1QL4	3
CRABP1	8
PLK3	6
TRMT12	4
MAN1C1	5
COL19A1	10
PFN4	1
NOLC1	9
TSPAN14	2
ACER3	5
TMEM201	6
CREB1	5
SESN1	5
PRUNE1	4
HEATR1	2
POLR3E	4
DDX52	2
PPA1	17
CREB5	7
NKAIN3	10
EXOC3	2
GUK1	17
CREBL2	2
PELP1	4
ROBO2	10
CREG2	19
CRELD1	2
EPOR	1
CRHBP	8
LUC7L	19
DACT1	6
CRISPLD2	3
USP2	8
CRIP2	19
ZMYND10	3
CCDC85C	4
ULBP1	1
CRK	2
GPR19	2
DDR2	3
SPDEF	1
SELENBP1	3
LINC01361	6
ACACB	3
IRF1	3
CRLF3	22
ZNF789	4
CRMP1	14
CRNKL1	9
PCLO	10
CROCC	2
FDX1	2
CRY1	2
PRDM11	2
FHAD1	3
TMC5	3
EIF4A3	6
MAP4K3	10
TRAF3IP1	5
CRYGS	1
CRYL1	5
ZFAND6	7
CSDC2	3
DRAP1	17
SDF2	9
ALDH3B1	1
NFAT5	10
CSGALNACT2	5
HERC3	5
CCDC24	2
B3GNT4	1
BMPR1B	10
NAGLU	4
LPXN	2
NR2F6	6
CSMD3	10
TSG101	2
CSNK1A1	5
RPS27L	9
CSNK1D	2
CSNK1E	14
HNRNPM	14
REV3L	10
TXLNB	4
CSNK1G1	19
PDIK1L	6
PHKA1	3
CSNK2A1	5
CSNK2A2	2
DENND2C	3
AK5	10
CSNK2A3	1
CFAP206	4
DCXR	9
ARMC2	20
CSPG5	3
PLEKHG1	7
CSRNP1	13
AMOT	3
TMEM242	2
CSRP1	7
FOXA1	3
DPH7	4
DEF8	4
POU3F1	3
RWDD3	4
ALG9	2
CSTF3	5
ATF2	5
C1orf35	6
MYT1L	10
RTCB	2
ZNF626	2
KLHL8	19
SERP2	17
POLR2D	4
REL	2
JPH3	19
PPP2R3C	18
KEAP1	6
F2R	3
MRPS6	4
RMND5A	2
PRMT3	5
DDX39A	11
FGF14	10
HERPUD2	2
ANGPT2	22
HDAC5	2
FAM47E	4
TCTN3	18
IGSF9	1
CACTIN	6
USP43	19
MAPK13	4
VPS37C	4
MIS12	9
SOCS3	13
ACAT2	23
POLN	4
NXT1	15
EIF2B2	9
CORO2A	3
AMPH	10
STK38L	14
CSDE1	14
MTFR1L	4
CCDC113	9
DPP8	5
LRRC42	9
C1QTNF3	4
POLR2M	6
NAAA	2
LDHB	17
IER3IP1	4
TGIF2	3
ESYT2	5
DRAM1	3
KCNAB3	8
CLDND2	15
SYTL5	8
ESCO1	5
TTN-AS1	10
ZNF142	6
RNF6	6
BAX	9
ANAPC7	2
NKAIN2	10
ADRA2A	3
SMG7	5
UNC119	6
C8G	1
RNF157	5
PDCD6IP	5
GALM	11
COLQ	5
USP42	2
NCAPD3	2
HNRNPH1	22
CLIC5	2
TMEM248	2
STAT4	22
SLC9A7	5
MKI67	11
GNPTAB	5
PCDHB3	6
FLCN	2
GLRB	5
LURAP1L	16
PSMD8	17
MCAT	6
DCAF4L1	1
MPHOSPH6	16
RPRD2	5
DAZAP1	2
CNTFR	3
ARMC8	5
IL13RA1	3
MAPK1IP1L	2
ATP1A1	14
